id,co2,inoc,n.trt,rep,sow_date,rack,germ_date,thin_date,harvest_date,focal.area,tla,focal.biomass,leaf.biomass,chlor.biomass,stem.biomass,root.biomass,nodule.biomass,total.biomass,bvr,nmass.focal,nmass.nod,nmass.tl,nmass.tr,nmass.ts,nmass.chl,cmass.focal,cmass.nod,cmass.tl,cmass.tr,cmass.ts,cmass.chl,chlA.ugml,chlB.ugml,chlA.gml,chlB.gml,chlA.g,chlB.g,chlA.gm2,chlB.gm2,chlA.mmolm2,chlB.mmolm2,chl.marea,chlA.mmolg,chlB.mmolg,chl.mmolg,chl.mmolm2,chlA.chlB,disk.area,chl.leaf.area,tleaf,anet,anet.growth,gsw,gsw.growth,ci.ca,vcmax25,jmax25,jmax25.vcmax25,rd25,tpu,tleaf_wk6,anet_wk6,gsw_wk6,ci.ca_wk6,vcmax25_wk6,jmax25_wk6,jmax25.vcmax25_wk6,rd25_wk6,tpu_wk6,leaf.d13c,leaf.d15n,ref.15n,ndfa,chi,chi.assume,beta,marea,marea.chl,narea,narea.chl,p.rubisco,p.bioe,p.lightharv,p.photo,p.structure,pnue,pnue.growth,iwue,iwue.growth,narea.chi,vcmax.chi,stomlim,leaf.totaln,stem.totaln,root.totaln,root.totalc,nod.totaln,nod.totalc,wpn,cbg,ncost
a_y_70_81,amb,inoc,70,81,8/13/22,6t,8/18/22,8/23/22,10/2/22,25.3,370.73,0.106,1.68,0.133,0.781,1.382,0.421,4.397,0.733,0.0423,0.0604,0.045,0.0158,0.016,0.0367,0.4364,0.4569,0.4335,0.421,0.4032,0.4263,4.2364,1.0804,4.24E-06,1.08E-06,4.24E-05,1.08E-05,0.141212333,0.036013667,0.158042253,0.039685793,58.59030837,0.002697413,6.77E-04,0.003374757,0.197728046,3.921076258,3,22.7,25.036,21.475,21.475,0.389,0.389,0.729,93.421,160.367,1.717,1.553,9.381,25.031,18.263,0.277,0.676,83.876,141.597,1.688,1.553,NA,-26.8,2.22,26.21,86.39596651,0.623298702,0.660075874,114.8649052,41.8972,58.5903,1.771,2.4766,0.4117,0.072,0.029,0.5128,0.036,169.7632,169.7632,55.2057,55.2057,2.8413,149.8816,0.2673,0.0857,0.0125,0.0219,0.5818,0.0254,0.1924,0.1454,0.7742,5.3233
a_y_70_82,amb,inoc,70,82,8/13/22,4b,8/18/22,8/23/22,10/2/22,22.5,274.65,0.102,1.185,0.06,0.636,1.166,0.327,3.374,0.562,0.0388,0.0564,0.0342,0.0133,0.0142,0.0344,0.4286,0.4551,0.4431,0.417,0.4026,0.4405,2.8202,0.722,2.82E-06,7.22E-07,2.82E-05,7.22E-06,0.094006111,0.024068222,0.105209915,0.026522334,50.42016807,0.002086663,5.26E-04,0.00261269,0.131732249,3.905818645,3,11.9,25.024,20.239,20.239,0.358,0.358,0.729,92.431,164.571,1.78,2.553,9.67,25.017,24.996,0.367,0.679,117.409,217.69,1.854,2.553,12.516,-27.62,7.22,26.21,68.38930404,0.661302298,0.698110484,160.159985,45.3333,50.4202,1.7594,1.9568,0.41,0.0744,0.0245,0.5089,0.0405,161.0482,161.0482,56.5335,56.5335,2.6605,139.7712,0.2767,0.0469,0.009,0.0155,0.4862,0.0184,0.1488,0.0898,0.6351,7.0702
a_y_70_83,amb,inoc,70,83,8/13/22,6b,8/19/22,8/23/22,10/2/22,22.5,285.99,0.102,1.305,0.075,0.629,1.073,0.338,3.42,0.57,0.0342,0.0576,0.0327,0.0141,0.0163,0.0486,0.4251,0.4513,0.4342,0.4347,0.4006,0.4566,3.7562,0.8598,3.76E-06,8.60E-07,3.76E-05,8.60E-06,0.125206889,0.028659778,0.140129253,0.031582066,40.76086957,0.003437838,7.75E-04,0.004212651,0.171711319,4.368732021,3,18.4,25.024,21.095,21.095,0.323,0.323,0.695,104.39,183.238,1.755,3.419,10.488,25.032,27.17,0.514,0.736,126.132,234.952,1.863,3.419,13.593,-26.85,2.47,26.21,85.49563338,0.625614161,0.662393223,117.1659521,45.3333,40.7609,1.5504,1.394,0.5255,0.094,0.0448,0.6643,0.0459,190.4863,190.4863,65.3096,65.3096,2.4782,166.86,0.321,0.0488,0.0102,0.0151,0.4665,0.0195,0.1525,0.0936,0.619,6.6151
a_y_70_84,amb,inoc,70,84,8/13/22,3t,8/18/22,8/23/22,10/2/22,20.4,329.72,0.088,1.375,0.082,0.682,1.226,0.408,3.773,0.629,0.0399,0.0576,0.0394,0.0157,0.0186,0.0396,0.4316,0.4553,0.4441,0.4143,0.4062,0.4523,3.1049,0.789,3.10E-06,7.89E-07,3.10E-05,7.89E-06,0.103497444,0.026298889,0.115832441,0.02898045,43.61702128,0.002655671,6.64E-04,0.0033201,0.144812891,3.93543031,3,18.8,25.026,20.658,20.658,0.353,0.353,0.72,94.231,173.673,1.843,2.276,10.382,25.022,22.097,0.418,0.743,97.225,178.51,1.836,2.276,10.484,-26.96,2.72,26.21,84.59530026,0.630709008,0.667492228,122.413778,43.1373,43.617,1.722,1.7412,0.4271,0.0802,0.0302,0.5375,0.0386,167.9474,167.9474,58.5212,58.5212,2.7303,149.4049,0.284,0.0609,0.0127,0.0192,0.508,0.0235,0.1858,0.1163,0.6937,5.9633
a_y_105_85,amb,inoc,105,85,8/13/22,1t,8/18/22,8/23/22,10/2/22,18.5,190.99,0.093,0.907,0.062,0.482,0.909,0.212,2.572,0.429,0.0365,0.061,0.0302,0.013,0.0146,0.0314,0.4277,0.4672,0.4388,0.4444,0.3994,0.4508,3.4735,0.949,3.47E-06,9.49E-07,3.47E-05,9.49E-06,0.112047097,0.030614516,0.125401055,0.033736119,53.91304348,0.002325987,6.26E-04,0.002951738,0.159137174,3.659933618,3.1,11.5,27.376,23.36,23.36,0.312,0.312,0.649,113.828,195.823,1.72,2.382,12.187,25.044,24.782,0.362,0.675,120.191,221.056,1.839,2.382,13.15,-26.8,4.69,30.45,80.48113723,0.623298702,0.660075874,114.8649052,50.2703,53.913,1.8334,1.9662,0.4846,0.0849,0.0294,0.599,0.0449,178.3832,178.3832,74.8718,74.8718,2.9414,182.6219,0.3368,0.033,0.007,0.0118,0.404,0.0129,0.0991,0.0648,0.503,7.7627
a_y_105_86,amb,inoc,105,86,8/13/22,2b,8/18/22,8/23/22,10/2/22,24.8,404.07,0.121,1.706,0.113,0.835,1.389,0.399,4.442,0.74,0.0339,0.061,0.0355,0.0135,0.0168,0.0319,0.4255,0.4665,0.4439,0.4136,0.3955,0.4394,2.7598,0.7689,2.76E-06,7.69E-07,2.76E-05,7.69E-06,0.091994889,0.025628778,0.102958992,0.028242011,49.56140351,0.002077403,5.70E-04,0.002647241,0.131201003,3.589515258,3,22.8,25.039,20.588,20.588,0.561,0.561,0.811,90.086,NA,NA,3.317,9.728,25.035,22.787,0.698,0.824,91.58,166.903,1.822,1.964,9.992,-27.12,5.24,30.45,78.76278997,0.638121752,0.674911021,130.5297598,48.7903,49.5614,1.654,1.6801,0.4251,NA,0.0284,NA,0.0477,174.2645,174.2645,36.6988,36.6988,2.592,141.1737,0.2214,0.0685,0.014,0.0187,0.5745,0.0243,0.1861,0.1256,0.7606,6.0568
a_y_105_87,amb,inoc,105,87,8/13/22,2t,8/18/22,8/23/22,10/2/22,21,418.64,0.089,1.966,0.066,1.036,1.62,0.482,5.17,0.862,0.0437,0.0605,0.0345,0.0169,0.016,0.0442,0.4419,0.4652,0.4474,0.4474,0.3982,0.4549,3.6319,0.8321,3.63E-06,8.32E-07,3.63E-05,8.32E-06,0.121061778,0.027737556,0.135490121,0.03056581,42.30769231,0.003202494,7.22E-04,0.003924958,0.166055931,4.36454386,3,15.6,25.02,19.962,19.962,0.321,0.321,0.708,96.058,163.536,1.702,2.933,9.924,25.028,26.258,0.55,0.758,117.452,205.536,1.75,2.933,11.642,-26.09,4.39,30.45,81.41841756,0.590444844,0.627195204,87.08674248,42.381,42.3077,1.8516,1.8484,0.4049,0.0702,0.0327,0.5078,0.035,150.9313,150.9313,62.1869,62.1869,3.136,162.6875,0.3069,0.0747,0.0166,0.0273,0.7248,0.0292,0.2243,0.1478,0.949,6.4205
a_y_105_88,amb,inoc,105,88,8/13/22,4b,8/19/22,8/23/22,10/2/22,24.6,326.87,0.108,1.409,0.075,0.707,1.131,0.372,3.694,0.616,0.0384,0.0548,0.0354,0.0159,0.0142,0.0375,0.4294,0.4471,0.4402,0.43,0.3954,0.4369,2.8272,0.7258,2.83E-06,7.26E-07,2.83E-05,7.26E-06,0.094238667,0.024194333,0.105470187,0.026661304,42.85714286,0.002460971,6.22E-04,0.003083068,0.132131491,3.895071849,3,17.5,25.02,21.646,21.646,0.353,0.353,0.703,96.317,169.141,1.756,1.441,10.327,25.024,19.81,0.307,0.702,87,159.902,1.838,1.441,9.959,-26.99,8.86,30.45,67.45294072,0.632098712,0.668883065,123.8908236,43.9024,42.8571,1.6872,1.647,0.4456,0.0797,0.0292,0.5545,0.0404,179.6167,179.6167,61.3201,61.3201,2.6692,152.3765,0.2874,0.057,0.0101,0.018,0.4863,0.0204,0.1663,0.1054,0.6526,6.189
a_y_140_89,amb,inoc,140,89,8/13/22,4t,8/19/22,8/23/22,10/2/22,29.5,580.54,0.147,2.857,0.118,1.366,2.013,0.642,6.996,1.166,0.0402,0.0607,0.0357,0.0159,0.0181,0.0363,0.4385,0.4574,0.4474,0.4428,0.3952,0.4474,3.8227,1.0151,3.82E-06,1.02E-06,3.82E-05,1.02E-05,0.127422556,0.033838111,0.142608987,0.037288407,53.15315315,0.002682983,7.02E-04,0.00338451,0.179897394,3.765652141,3,22.2,25.009,23.908,23.908,0.333,0.333,0.657,116.036,197.705,1.704,1.864,12.089,25.026,19.151,0.208,0.58,108.011,185.791,1.72,1.864,11.69,-27.64,4.21,30.5175,82.01870616,0.662230016,0.699038959,161.4981704,49.8305,53.1532,2.0047,2.1384,0.4518,0.0784,0.0306,0.5608,0.0405,166.9652,166.9652,71.7958,71.7958,3.0272,175.2201,0.3444,0.1127,0.0247,0.032,0.8913,0.039,0.2936,0.2084,1.185,5.6866
a_y_140_90,amb,inoc,140,90,8/13/22,5t,8/19/22,8/23/22,10/2/22,19.1,299.2,0.072,1.337,0.061,0.606,1.109,0.238,3.351,0.559,0.0538,0.0559,0.0386,0.0153,0.0179,0.0328,0.4388,0.4554,0.4466,0.4353,0.4089,0.4178,3.414,0.8452,3.41E-06,8.45E-07,3.41E-05,8.45E-06,0.113801444,0.028174889,0.127364489,0.031047736,55.96330275,0.002275857,5.55E-04,0.002830645,0.158412225,4.039108899,3,10.9,25.043,19.657,19.657,0.353,0.353,0.726,92.577,164.836,1.781,3.107,10.658,25.024,24.143,0.512,0.765,105.105,197.44,1.878,3.107,12.08,-26.86,18.15,30.5175,38.55806703,0.626077281,0.662856721,117.6323722,37.6963,55.9633,2.0273,3.0097,0.3564,0.0647,0.0191,0.4402,0.0272,135.7455,135.7455,55.6856,55.6856,3.2381,147.8683,0.2846,0.0587,0.0108,0.017,0.4828,0.0133,0.1084,0.0999,0.5912,5.9199
a_y_140_91,amb,inoc,140,91,8/13/22,1b,8/18/22,8/23/22,10/2/22,23.8,370.86,0.116,1.57,0.092,0.884,1.429,0.346,4.321,0.72,0.042,0.0582,0.035,0.0142,0.0168,0.0398,0.4347,0.4591,0.4442,0.4056,0.399,0.4413,3.2026,0.8419,3.20E-06,8.42E-07,3.20E-05,8.42E-06,0.106753222,0.028064444,0.119476248,0.03092603,45.54455446,0.002623283,6.79E-04,0.003302311,0.150402278,3.803860163,3,20.2,25.015,19.88,19.88,0.217,0.217,0.588,117.178,196.6,1.678,3.77,11.603,25.023,19.923,0.279,0.665,104.436,182.684,1.749,3.77,11.352,-26.95,8.08,30.5175,69.95323461,0.630245793,0.667028634,121.9258729,48.7395,45.5446,2.0446,1.9106,0.4473,0.0765,0.0286,0.5524,0.0385,136.123,136.123,91.6129,91.6129,3.2442,185.9243,0.431,0.0637,0.0148,0.0202,0.5796,0.0201,0.1588,0.1188,0.7384,6.214
a_y_140_92,amb,inoc,140,92,8/13/22,6b,8/18/22,8/23/22,10/2/22,28.5,319.96,0.126,1.426,0.081,0.778,1.308,0.325,3.918,0.653,0.0472,0.0539,0.0672,0.016,0.0198,0.0423,0.4384,0.4526,0.4435,0.435,0.3558,0.4519,2.8492,0.6821,2.85E-06,6.82E-07,2.85E-05,6.82E-06,0.094972111,0.022736222,0.106291044,0.025054517,42.40837696,0.002506369,5.91E-04,0.003097161,0.131345561,4.177128029,3,19.1,25.021,18.082,18.082,0.2,0.2,0.601,100.316,162.756,1.622,2.913,9.174,25.031,28.781,0.769,0.797,122.785,228.832,1.864,2.913,12.65,-26.44,9.16,30.5175,66.58612627,0.606634419,0.643397992,99.7168823,44.2105,42.4084,2.0854,2.0004,0.3754,0.0621,0.0239,0.4614,0.033,121.39,121.39,90.41,90.41,3.4377,165.3648,0.4018,0.1056,0.0154,0.0209,0.569,0.0175,0.1471,0.1595,0.716,4.4892
a_y_210_93,amb,inoc,210,93,8/13/22,2t,8/18/22,8/23/22,10/2/22,27.7,494.86,0.127,2.169,0.112,1.389,1.915,0.344,5.929,0.988,0.0417,0.0531,0.0333,0.0194,0.0155,0.0448,0.4393,0.4576,0.4395,0.4413,0.3971,0.4568,3.6941,0.8937,3.69E-06,8.94E-07,3.69E-05,8.94E-06,0.123136889,0.029790778,0.137812547,0.032828389,45.16129032,0.003051564,7.27E-04,0.003778478,0.170640936,4.133389528,3,24.8,25.014,17.55,17.55,0.203,0.203,0.602,106.878,160.104,1.498,4.425,10.056,25.006,14.869,0.152,0.579,103.717,190.724,1.839,5.856,12.228,-26.23,14.07,31.92,53.31939362,0.596919277,0.633674922,91.91425018,45.8484,45.1613,1.9128,1.8841,0.4361,0.0666,0.0329,0.5356,0.0378,128.4508,128.4508,86.4532,86.4532,3.2044,179.0493,0.4317,0.0823,0.0216,0.0372,0.845,0.0183,0.1574,0.1594,1.0024,6.2902
a_y_210_94,amb,inoc,210,94,8/13/22,5b,8/19/22,8/23/22,10/2/22,21.6,246.92,0.089,1.151,0.063,0.515,1.089,0.044,2.862,0.477,0.0583,0.0483,0.0424,0.0208,0.0204,0.034,0.4375,0.4484,0.4398,0.4112,0.3893,0.4341,2.8939,0.7103,2.89E-06,7.10E-07,2.89E-05,7.10E-06,0.120580694,0.029597639,0.134951701,0.032615556,57.79816514,0.002334879,5.64E-04,0.00289918,0.167567257,4.073997081,2.4,10.9,25.027,20.283,20.283,0.327,0.327,0.708,94.832,155.165,1.636,2.643,NA,25.009,15.111,0.189,0.645,79.398,134.46,1.694,2.643,9.3,-26.31,30.47,31.92,4.331267269,0.600619789,0.637378454,94.80427366,41.2037,57.7982,2.403,3.3708,0.308,0.0514,0.0181,0.3774,0.026,118.1698,118.1698,62.0275,62.0275,4.0009,157.8902,0.2929,0.0576,0.0105,0.0226,0.4477,0.0021,0.0197,0.0929,0.4675,5.0314
a_y_210_95,amb,inoc,210,95,8/13/22,5t,8/19/22,8/23/22,10/2/22,23.7,558.04,0.096,2.672,0.155,1.39,2.172,0.291,6.68,1.113,0.0535,0.0483,0.0342,0.0179,0.0166,0.0371,0.4397,0.4327,0.4393,0.4444,0.3978,0.4338,4.3974,1.1399,4.40E-06,1.14E-06,4.40E-05,1.14E-05,0.141850645,0.036770323,0.15875664,0.040519601,55.35714286,0.002867862,7.32E-04,0.003599829,0.199276241,3.857748184,3.1,28,25.031,21.764,21.764,0.398,0.398,0.735,101.164,173.144,1.712,3.148,10.056,25.023,21.899,0.312,0.675,107.336,194.928,1.816,3.148,11.976,-26.36,16.8,31.92,45.16466283,0.602932918,0.63969347,96.66133866,40.5063,55.3571,2.1687,2.9638,0.3641,0.0635,0.0244,0.452,0.0281,140.4965,140.4965,54.6834,54.6834,3.5969,167.7865,0.281,0.1047,0.0231,0.0389,0.9652,0.0141,0.1259,0.1807,1.0911,6.0394
a_y_210_96,amb,inoc,210,96,8/13/22,4t,8/19/22,8/23/22,10/2/22,26.7,455.44,0.115,2.078,0.091,1.258,1.846,0.274,5.547,0.925,0.0454,0.0557,0.0341,0.0166,0.0155,0.0405,0.4358,0.4607,0.441,0.4179,0.4129,0.4543,3.2701,0.9422,3.27E-06,9.42E-07,3.27E-05,9.42E-06,0.109004667,0.031406333,0.121996023,0.034608674,48.14814815,0.002533764,7.19E-04,0.003252559,0.156604697,3.470786147,3,18.9,25.022,21.377,21.377,0.372,0.372,0.724,94.115,155.52,1.652,1.594,9.834,25.01,17.755,0.188,0.585,96.031,168.301,1.753,1.594,10.306,-27.05,22.33,31.92,28.64610559,0.634878377,0.671664998,126.9060096,43.0712,48.1481,1.9554,2.1859,0.3756,0.0633,0.0261,0.465,0.0339,153.0497,153.0497,57.4651,57.4651,3.08,148.241,0.2753,0.0802,0.0195,0.0306,0.7714,0.0153,0.1262,0.1456,0.8976,6.1629
a_y_280_97,amb,inoc,280,97,8/13/22,3t,8/18/22,8/23/22,10/2/22,26.7,624.24,0.11,3.043,0.112,1.662,3.019,0.249,8.085,1.348,0.0562,0.0502,0.0349,0.0144,0.0158,0.0475,0.4428,0.4526,0.4426,0.4151,0.3949,0.4592,3.8585,0.8834,3.86E-06,8.83E-07,3.86E-05,8.83E-06,0.128616,0.029448,0.143944668,0.03245066,46.66666667,0.003084529,6.95E-04,0.0037799,0.176395327,4.367563162,3,24,25.025,23.245,23.245,0.402,0.402,0.721,103.866,181.191,1.744,1.923,10.836,25.026,25.405,0.412,0.701,116.771,202.388,1.733,1.923,12.459,-25.78,16.52,24.65333333,31.03042635,0.57611522,0.612853886,77.35202032,41.1985,46.6667,2.3133,2.6203,0.3504,0.0623,0.0245,0.4372,0.027,140.6781,140.6781,57.8234,57.8234,4.0153,180.2869,0.2823,0.1187,0.0262,0.0433,1.2531,0.0125,0.1127,0.2007,1.3658,6.8045
a_y_280_98,amb,inoc,280,98,8/13/22,6b,8/18/22,8/23/22,10/2/22,24.6,493.43,0.105,2.246,0.105,1.217,1.941,0.141,5.65,0.942,0.0478,0.0545,0.033,0.0156,0.0171,0.0458,0.443,0.4614,0.4365,0.4349,0.3978,0.4646,3.6464,0.8599,3.65E-06,8.60E-07,3.65E-05,8.60E-06,0.121547333,0.028663667,0.136033546,0.031586352,44.11764706,0.003083427,7.16E-04,0.003799384,0.167619897,4.240467026,3,23.8,25.023,11.496,11.496,0.101,0.101,0.522,80.287,135.312,1.685,3.077,7.818,25.022,19.362,0.28,0.675,97.772,180.382,1.845,3.077,11.902,-25.96,17.9,24.65333333,25.76542778,0.584434536,0.621179992,82.85134781,42.6829,44.1176,2.042,2.1106,0.3069,0.0527,0.0289,0.3885,0.0321,78.8187,78.8187,113.8218,113.8218,3.4939,137.3755,0.5097,0.0841,0.0208,0.0303,0.8442,0.0077,0.0651,0.1429,0.9092,6.3638
a_y_280_99,amb,inoc,280,99,8/13/22,2b,8/18/22,8/23/22,10/2/22,29.3,653.62,0.142,3.071,0.105,1.776,2.631,0.248,7.831,1.305,0.0452,0.0543,0.0338,0.0162,0.0144,0.0424,0.4395,0.454,0.4411,0.4486,0.4061,0.4578,3.7521,0.8616,3.75E-06,8.62E-07,3.75E-05,8.62E-06,0.125071444,0.028718889,0.139977666,0.031647205,46.66666667,0.002999521,6.78E-04,0.003677676,0.171624871,4.355023794,3,22.5,25.017,17.372,17.372,0.17,0.17,0.549,100.622,166.926,1.659,1.902,9.912,25.048,25.578,0.471,0.73,112.498,200.101,1.779,1.902,12.615,-26.17,19.64,24.65333333,19.12695132,0.594144292,0.630897672,89.81030745,48.4642,46.6667,2.1915,2.1103,0.3584,0.0606,0.0296,0.4485,0.0357,110.9754,110.9754,102.1882,102.1882,3.6886,169.3562,0.4457,0.115,0.0255,0.0425,1.1802,0.0135,0.1126,0.1965,1.2928,6.5788
a_y_280_100,amb,inoc,280,100,8/13/22,1t,8/18/22,8/23/22,10/2/22,27.3,588.77,0.137,3.135,0.135,1.667,2.583,0.306,7.826,1.304,0.0423,0.0517,0.0285,0.0162,0.0126,0.0336,0.4384,0.4615,0.4427,0.4476,0.4056,0.4512,4.2148,1.0488,4.21E-06,1.05E-06,4.21E-05,1.05E-05,0.140494222,0.034961444,0.157238556,0.038526281,56.25,0.002795352,6.85E-04,0.003480264,0.195764837,4.018547416,3,24,24.993,15.482,15.482,0.144,0.144,0.533,103.542,168.514,1.627,3.32,10.574,25.029,32.733,0.854,0.789,143.133,270.234,1.888,3.32,14.774,-26.11,16.97,24.65333333,29.31357899,0.591369649,0.628120764,87.75905531,50.1832,56.25,2.1222,2.3788,0.3808,0.0632,0.0299,0.4739,0.0387,102.1314,102.1314,107.5139,107.5139,3.5887,175.0885,0.4987,0.1008,0.0211,0.0417,1.1562,0.0158,0.1412,0.1794,1.2974,7.234
a_y_350_101,amb,inoc,350,101,8/13/22,1t,8/18/22,8/23/22,10/2/22,28.4,572.01,0.139,2.668,0.104,1.452,2.505,0.118,6.847,1.141,0.046,0.0559,0.0831,0.0206,0.0178,0.0388,0.4341,0.4546,0.448,0.4492,0.403,0.4465,3.7389,0.922,3.74E-06,9.22E-07,3.74E-05,9.22E-06,0.124629333,0.030732667,0.139482863,0.033866317,50.24154589,0.002776245,6.74E-04,0.003450315,0.17334918,4.055272349,3,20.7,25.033,26.941,26.941,0.556,0.556,0.753,130.887,230.225,1.759,3.772,13.482,25.032,26.187,0.525,0.749,123.172,219.297,1.78,4.173,12.941,-27.18,19.66,20.7325,4.811574697,0.640902159,0.677693697,133.729967,48.9437,50.2415,2.2509,2.3106,0.4538,0.0813,0.0273,0.5625,0.0352,167.5644,167.5644,48.455,48.455,3.5121,204.2231,0.3174,0.2328,0.0258,0.0517,1.1251,0.0066,0.0536,0.317,1.1788,3.7188
a_y_350_102,amb,inoc,350,102,8/13/22,4b,8/19/22,8/23/22,10/2/22,32.9,639.95,0.144,3.026,0.108,1.672,3.038,0.148,7.992,1.332,0.0543,0.0541,0.0361,0.0171,0.0191,0.0448,0.4438,0.458,0.4469,0.4191,0.3953,0.4588,3.507,0.832,3.51E-06,8.32E-07,3.51E-05,8.32E-06,0.116898778,0.027733556,0.130830968,0.030561402,46.75324675,0.002798329,6.54E-04,0.003452003,0.16139237,4.215066386,3,23.1,25.026,17.18,17.18,0.226,0.226,0.636,87.656,139.422,1.591,2.584,9.446,25.018,20.334,0.257,0.642,113.158,210.099,1.857,2.584,13.456,-26.31,19.05,20.7325,7.548227905,0.600619789,0.637378454,94.80427366,43.769,46.7532,2.3771,2.5392,0.2878,0.0466,0.0231,0.3576,0.0285,101.1824,101.1824,76.0177,76.0177,3.9577,145.9426,0.3486,0.123,0.0319,0.052,1.2731,0.008,0.0678,0.2149,1.3409,6.2398
a_y_350_103,amb,inoc,350,103,8/13/22,4t,8/19/22,8/23/22,10/2/22,22.6,311.57,0.087,1.365,0.068,0.689,0.926,0.046,3.094,0.516,0.0628,0.0494,0.0467,0.0187,0.0213,0.0566,0.4317,0.4428,0.4437,0.422,0.3972,0.4556,3.2913,0.7349,3.29E-06,7.35E-07,3.29E-05,7.35E-06,0.10971,0.024498,0.122785419,0.026995934,40.23668639,0.003051579,6.71E-04,0.003722507,0.149781353,4.478324761,3,16.9,25.031,23.677,23.677,0.372,0.372,0.695,109.452,191.406,1.749,1.973,11.558,25.019,12.278,0.139,0.62,67.56,122.371,1.811,1.973,7.957,-25.8,20.41,20.7325,1.446837147,0.577039437,0.613778857,77.94309397,38.4956,40.2367,2.4156,2.5249,0.3536,0.063,0.0216,0.4382,0.0235,137.224,137.224,63.6478,63.6478,4.1862,189.6785,0.3074,0.0734,0.0147,0.0173,0.3907,0.0023,0.0204,0.1077,0.4111,3.8164
a_y_350_104,amb,inoc,350,104,8/13/22,5b,8/19/22,8/23/22,10/2/22,30.8,548.71,0.143,2.695,0.118,1.598,2.873,0.134,7.418,1.236,0.0489,0.0528,0.0408,0.0154,0.0142,0.0356,0.4424,0.4538,0.4343,0.4239,0.4065,0.4448,3.1222,1.0409,3.12E-06,1.04E-06,3.12E-05,1.04E-05,0.107661149,0.035893333,0.120492383,0.03955319,51.52838428,0.002338369,7.68E-04,0.003105969,0.160045573,2.999474817,2.9,22.9,25.026,22.139,22.139,0.31,0.31,0.659,104.669,173.212,1.655,1.561,10.907,25.062,22.748,0.381,0.715,100.543,178.812,1.778,1.561,10.202,-27.08,18.94,20.7325,8.041722746,0.636268337,0.673056094,128.4448301,46.4286,51.5284,2.2699,2.5192,0.3599,0.0607,0.0231,0.4437,0.0324,136.5465,136.5465,71.4161,71.4161,3.5675,164.5045,0.3295,0.1228,0.0228,0.0444,1.2178,0.0071,0.0608,0.197,1.2787,6.4914
a_y_630_105,amb,inoc,630,105,8/13/22,1b,8/18/22,8/23/22,10/2/22,24.6,340.33,0.118,1.779,0.107,0.925,1.197,0.02,4.028,0.671,0.0589,0.0529,0.0434,0.0212,0.0246,0.0489,0.4436,0.4456,0.446,0.4254,0.3888,0.4638,3.682,0.9468,3.68E-06,9.47E-07,3.68E-05,9.47E-06,0.122733111,0.031560222,0.137360646,0.034778254,51.69082126,0.002657351,6.73E-04,0.003330164,0.1721389,3.888854465,3,20.7,25.019,22.635,22.635,0.328,0.328,0.677,115.812,198.996,1.718,3.782,11.354,25.026,17.616,0.258,0.686,91.252,159.825,1.751,3.782,10.052,-26.07,11.9,12.98,7.429062769,0.589520076,0.626269682,86.42005406,47.9675,51.6908,2.8277,3.0472,0.3197,0.056,0.0205,0.3962,0.0272,112.067,112.067,69.0091,69.0091,4.7966,196.4513,0.3435,0.0905,0.0227,0.0254,0.5092,0.0011,0.0089,0.1397,0.5181,3.7095
a_y_630_106,amb,inoc,630,106,8/13/22,5b,8/18/22,8/23/22,10/2/22,30.9,667.09,0.135,3.772,0.131,1.916,1.936,0.057,7.812,1.302,0.0626,0.0524,0.0569,0.0236,0.0187,NA,0.4474,0.4548,0.4406,0.418,0.4142,NA,3.7526,1.1481,3.75E-06,1.15E-06,3.75E-05,1.15E-05,0.125086778,0.038271556,0.139994827,0.042173907,55.04201681,0.002543417,7.66E-04,0.00330963,0.182168734,3.268400669,3,23.8,25.033,22.972,22.972,0.417,0.417,0.727,106.955,182.943,1.71,2.916,10.722,25.023,25.397,0.384,0.682,123.702,214.647,1.735,2.916,13.683,-25.69,12.52,12.98,3.164230439,0.571956715,0.608691987,74.75130607,43.6893,55.042,2.735,3.4456,0.3052,0.0532,0.0192,0.3776,0.0247,117.5918,117.5918,55.0887,55.0887,4.7817,186.9984,0.2914,0.2314,0.0358,0.0457,0.8093,0.003,0.0259,0.3159,0.8352,2.6436
a_y_630_107,amb,inoc,630,107,8/13/22,6t,8/18/22,8/23/22,10/2/22,34.2,568.45,0.156,3.164,0.116,1.706,3.018,0.042,8.046,1.341,0.0587,0.0486,0.0444,0.0216,0.0231,NA,0.4478,0.4474,0.439,0.4139,0.401,NA,3.7003,1.1437,3.70E-06,1.14E-06,3.70E-05,1.14E-05,0.123343889,0.038121778,0.138044218,0.042008857,48.33333333,0.002856087,8.69E-04,0.003725236,0.180053075,3.235523002,3,24,25.019,21.393,21.393,0.287,0.287,0.652,103.883,174.438,1.679,1.973,9.967,25.044,26.141,0.523,0.748,112.835,208.572,1.848,1.973,13.658,-25.31,13.67,12.98,0,0.554407047,0.591127998,64.75814215,45.614,48.3333,2.678,2.8377,0.3028,0.0518,0.0231,0.3776,0.0268,111.8379,111.8379,74.5401,74.5401,4.8304,187.3768,0.3386,0.1565,0.0393,0.0651,1.2492,0.002,0.0188,0.263,1.268,4.8217
